Animal ID,Name,Species,Primary Breed,Secondary Breed,Primary Color,Secondary Color,Age Group At Outcome,Previous Intake Type,Source Shelter,Outcome Subtype,Episode Index,Previous Intake Date,Outcome Date,LOS (days),Adoption Channel (derived)
LDDC-A-4121,Freckles,Cat,Domestic Shorthair,—,Black,—,Adult Cat,Transfer In,"66525, FLRN-FC-24-1318, FLRN-A-6996",Meo Maison Cat Cafe Adoption,1,2024-06-15,2024-11-16,154,Cat Café
LDDC-A-4692,Rex,Cat,Domestic Shorthair,—,Brown,Black,Adult Cat,Transfer In,"FRCO-A-3854, PPCA-A-9974, FRKN-MC-24-1842",Meo Maison Cat Cafe Adoption,1,2024-09-07,2024-11-16,70,Cat Café
LDDC-A-181240,Charlene,Dog,Shepherd,"Retriever, Labrador",Black,White,Adult Dog,Transfer In,PVAS-FD-24-2345,Off Transport Adoption (OTA),1,2024-11-16,2024-11-16,0,Off Transport
LDDC-A-181241,Clara,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,FLRN-FC-24-2369,Off Transport Adoption (OTA),1,2024-11-16,2024-11-16,0,Off Transport
LDDC-A-181242,Clark,Cat,Domestic Shorthair,—,White,—,Kitten,Transfer In,FLRN-MC-24-2370,Off Transport Adoption (OTA),1,2024-11-16,2024-11-16,0,Off Transport
LDDC-A-181244,Happy Penny,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,WCJC-FC-24-2354,Off Transport Adoption (OTA),1,2024-11-16,2024-11-16,0,Off Transport
LDDC-A-181245,Daissey,Dog,Poodle,"Retriever, Labrador",Black,White,Puppy,Transfer In,MCAS-FD-24-2324,Off Transport Adoption (OTA),1,2024-11-16,2024-11-16,0,Off Transport
LDDC-A-181247,Dovey,Dog,"Retriever, Labrador",Pointer,White,—,Puppy,Transfer In,MCAS-FD-24-2327,Off Transport Adoption (OTA),1,2024-11-16,2024-11-16,0,Off Transport
LDDC-A-181246,Duke,Dog,Poodle,"Retriever, Labrador",Black,White,Puppy,Transfer In,MCAS-MD-24-2328,Off Transport Adoption (OTA),1,2024-11-16,2024-11-16,0,Off Transport
LDDC-A-181249,Wednesday,Dog,"Retriever, Labrador",Terrier,Black,Yellow,Adult Dog,Transfer In,HCAC-FD-24-2344,Off Transport Adoption (OTA),1,2024-11-16,2024-11-16,0,Off Transport
LDDC-A-181243,Happy Amber,Cat,Domestic Shorthair,—,Orange,White,Kitten,Transfer In,WCJC-FC-24-2353,Off Transport Adoption (OTA),1,2024-11-16,2024-11-16,0,Off Transport
LDDC-A-181248,Furbee,Dog,Chihuahua,Terrier,Black,Tan,Adult Dog,Transfer In,MCAS-MD-24-2332,Off Transport Adoption (OTA),1,2024-11-16,2024-11-16,0,Off Transport
LDDC-A-4845,Senor Simon,Dog,"Retriever, Labrador","Hound, Basset",Black,White,Adult Dog,Adoption Return,"PRAN-A-59, PRCO-MD-24-2025",Other Adoption Event,2,2024-11-10,2024-11-16,6,Weekend Event
LDDC-A-5038,Steph Curry,Cat,Domestic Shorthair,—,Tan,White,Adult Cat,Transfer In,"PVAS-A-189575, PVAS-MC-24-2226",Meo Maison Cat Cafe Adoption,1,2024-10-26,2024-11-17,22,Cat Café
LDDC-A-5066,Baloo,Dog,Shepherd,—,White,—,Adult Dog,Transfer In,"PVAS-A-189915, PVAS-MD-24-2171",PetSmart Adoption Event,1,2024-10-26,2024-11-17,22,Weekend Event
LDDC-A-4893,Nibbles,Dog,Beagle,Hound,White,Brown,Adult Dog,Transfer In,"FLUR-FD-24-2074, FLRN-A-9181",PetSmart Adoption Event,1,2024-10-05,2024-11-17,43,Weekend Event
LDDC-A-181221,Baby Ivy,Dog,Terrier,—,Yellow,—,Puppy,Transfer In,PVAS-FD-24-2375,PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-9034,Max,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-A-9034, CHTR-MC-24-2363",PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-9474,Pugsley,Dog,"Retriever, Labrador",Terrier,Black,White,Adult Dog,Transfer In,"A0056875352, FLRN-A-9474, HCAC-MD-24-2336",PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-9373,Happy Rhett,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,"FLRN-A-9373, WCJC-MC-24-2355",PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-4303,Elvis,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"FLRN-MC-24-1504, FLRN-A-7324",PetSmart Adoption Event,1,2024-07-13,2024-11-17,127,Weekend Event
LDDC-A-9609,Roxanne,Dog,Rottweiler,Mix,Black,Tan,Adult Dog,Transfer In,"A0056995677, FLRN-A-9609, HCAC-FD-24-2290",PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-4866,Mia,Dog,Terrier,Shepherd,Black,—,Adult Dog,Transfer In,"VQS-A-5741, VHPR-FD-24-2034",PetSmart Adoption Event,1,2024-09-28,2024-11-17,50,Weekend Event
LDDC-A-181231,Peachy,Dog,Shepherd,Mix,Brown,—,Puppy,Transfer In,"AC4523D, FLRN-A-17356, FAHS-FD-24-2371",PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-8922,Dove,Cat,Domestic Shorthair,—,White,—,Adult Cat,Transfer In,"MCSC-A-6720, FLRN-A-8922, MCAS-FC-24-2376",PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-5043,Mamie,Cat,Domestic Shorthair,—,Tortoise,Blue,Kitten,Transfer In,"PVAS-A-192215, PVAS-FC-24-2222",PetSmart Adoption Event,1,2024-10-26,2024-11-17,22,Weekend Event
LDDC-A-181233,Dancer,Dog,"Retriever, Labrador",Mix,Chocolate,White,Adult Dog,Transfer In,"FLRN-A-17369, FLRN-MD-24-2325",PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-9499,Rice,Dog,Shepherd,Mix,Black,Brown,Puppy,Transfer In,"FLRN-A-9499, FLUR-MD-24-2338",PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-3809,Doug,Dog,Shepherd,—,Brown,—,Adult Dog,Transfer In,"PVAS-A-181586, PVAS-MD-24-1037",PetSmart Adoption Event,1,2024-05-11,2024-11-17,190,Weekend Event
LDDC-A-4994,LesLee,Cat,Domestic Shorthair,—,Orange,White,Kitten,Transfer In,"PVAS-A-191610, PVAS-FC-24-2155, FLRN-A-8865",PetSmart Adoption Event,1,2024-10-18,2024-11-17,30,Weekend Event
LDDC-A-9553,Felix,Dog,Shepherd,Terrier,Tan,—,Puppy,Transfer In,"PVAS-A-192949, FLRN-A-9553, PVAS-MD-24-2331",PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-181225,Baby Diesel,Dog,Terrier,—,Tan,—,Puppy,Transfer In,PVAS-MD-24-2374,PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-9587,Buggy,Dog,Spaniel,Retriever,Brown,—,Senior Dog,Transfer In,"MCSC-A-6932, FLRN-A-9587, MCAS-FD-24-2310",PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-181226,Georgina,Dog,Terrier,"Terrier, Rat",Black,—,Adult Dog,Transfer In,PVAS-FD-24-2346,PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-5156,Lucien,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,"PPCA-A-10117, FRKN-MC-24-2316",PetSmart Adoption Event,1,2024-11-09,2024-11-17,8,Weekend Event
LDDC-A-5145,Nemo,Cat,Domestic Shorthair,—,Brown,White,Kitten,Transfer In,HERT-MC-24-2302,PetSmart Adoption Event,1,2024-11-09,2024-11-17,8,Weekend Event
LDDC-A-9614,Shirley Temple,Dog,"Chihuahua, Short Coat",—,Brown,—,Adult Dog,Transfer In,"MCSC-A-6939, FLRN-A-9614, MCAS-FD-24-2342",PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-9483,Misha,Dog,"Retriever, Labrador",Pointer,White,Brown,Puppy,Transfer In,"MCSC-A-6634, FLRN-A-9483, MCAS-FD-24-2334",PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-9469,Mac,Cat,Domestic Shorthair,—,Brown,White,Kitten,Transfer In,"FLRN-A-9469, CHTR-MC-24-2359",PetSmart Adoption Event,1,2024-11-16,2024-11-17,1,Weekend Event
LDDC-A-5150,Quill,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,HERT-FC-24-2307,Adoption from Foster,1,2024-11-09,2024-11-19,10,From Foster
LDDC-A-4806,Nigel,Cat,Domestic Shorthair,—,Brown,—,Kitten,Transfer In,"FLRN-MC-24-1978, FLRN-A-7377",Foster Adopted,1,2024-09-21,2024-11-19,59,From Foster
LDDC-A-4930,Kobe,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,Hert-MC-24-2101,Meo Maison Cat Cafe Adoption,1,2024-10-12,2024-11-21,40,Cat Café
LDDC-A-4972,General,Dog,American Blue Heeler,Mix,Black,White,Adult Dog,Transfer In,"A0056109462, HCAC-MD-24-2134, FLRN-A-8143",Adoption from Foster,1,2024-10-18,2024-11-21,34,From Foster
LDDC-A-5104,Norway,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"A0056684442, CCFL-MC-24-2270, FLRN-A-9516",PetSmart In-Store Cat Adoption,1,2024-11-02,2024-11-21,19,PetSmart
LDDC-A-181232,Prissy,Dog,Shepherd,Mix,Black,White,Puppy,Transfer In,"AC4523A, FLRN-A-17357, FAHS-FD-24-2373",Adoption from Foster,1,2024-11-16,2024-11-22,6,From Foster
LDDC-A-4707,McGruff,Dog,"Retriever, Labrador",Retriever,Black,White,Adult Dog,Transfer In,"4572, FAHS-FD-24-1804, FLRN-A-8447",Adoption from Foster,1,2024-09-07,2024-11-22,76,From Foster
LDDC-A-5067,Jack,Dog,Shepherd,Mix,White,—,Adult Dog,Transfer In,"A45342237, PVAS-A-118868, PVAS-MD-24-2185",Adoption from Foster,1,2024-10-26,2024-11-22,27,From Foster
LDDC-A-5120,Temperance,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"A0056694316, CCFL-FC-24-2272, FLRN-A-9512",PetSmart In-Store Cat Adoption,1,2024-11-02,2024-11-22,20,PetSmart
LDDC-A-5119,Tommy Booth,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"A0056694330, CCFL-MC-24-2273, FLRN-A-9511",PetSmart In-Store Cat Adoption,1,2024-11-02,2024-11-22,20,PetSmart
LDDC-A-5008,Buddah,Dog,"Retriever, Labrador",Mix,Black,White,Adult Dog,Transfer In,"MCSC-A-6770, MCAS-MD-24-2130, FLRN-A-9007, MCAS-MD-24-2130",Adoption from Foster,1,2024-10-18,2024-11-22,35,From Foster
LDDC-A-5154,Silver,Cat,Domestic Medium Hair,—,Grey,White,Adult Cat,Transfer In,"PPCA-A-10329, FRKN-MC-24-2313",Foster Adopted,1,2024-11-09,2024-11-22,13,From Foster
LDDC-A-5061,Smarty Ibague,Dog,Shepherd,Mix,Black,Brown,Puppy,Transfer In,"PVAS-A-191364, PVAS-MD-24-2194",Petco Adoption Event,1,2024-10-26,2024-11-23,28,Weekend Event
LDDC-A-5068,Austin,Dog,American Blue Heeler,—,White,Black,Adult Dog,Transfer In,"PVAS-A-178542, PVAS-MD-24-2170",Petco Adoption Event,1,2024-10-26,2024-11-23,28,Weekend Event
LDDC-A-5054,Santa Marta,Dog,Shepherd,Mix,Black,Brown,Puppy,Adoption Return,"PVAS-A-191363, PVAS-FD-24-2191",Petco Adoption Event,2,2024-11-10,2024-11-23,13,Weekend Event
LDDC-A-4242,Tom,Dog,"Retriever, Labrador",—,Cream,Tan,Adult Dog,Adoption Return,"PVAS-A-185400, PVAS-MD-24-1430",Petco Adoption Event,2,2024-11-10,2024-11-23,13,Weekend Event
LDDC-A-4965,Magenta,Dog,Chihuahua,Mix,Brindle,—,Adult Dog,Adoption Return,"PVAS-A-188867, PVAS-FD-24-2137, FLRN-A-8213, PVAS-FD-24-2137",Foster Adopted,2,2024-11-10,2024-11-23,13,From Foster
LDDC-A-9519,Benny,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"FLRN-A-9519, FLRN-MC-24-2390",Adoption from Foster,1,2024-11-16,2024-11-23,7,From Foster
LDDC-A-4844,Patty,Dog,"Retriever, Labrador","Terrier, Jack Russell",White,—,Adult Dog,Transfer In,"PRAN-A-73, PRCO-FD-24-2020",PetSmart Adoption Event,1,2024-09-27,2024-11-24,58,Weekend Event
LDDC-A-5096,Frank,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,"C24-0316, CHTR-MC-24-2266, FLRN-A-9092",PetSmart Adoption Event,1,2024-11-02,2024-11-24,22,Weekend Event
LDDC-A-8980,Evelyn,Dog,Shepherd,Retriever,Black,—,Adult Dog,Transfer In,"MCSC-A-6736, FLRN-A-8980, MCAS-FD-24-2329",PetSmart Adoption Event,1,2024-11-16,2024-11-24,8,Weekend Event
LDDC-A-5124,Windsor,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,HERT-FC-24-2309,PetSmart Adoption Event,1,2024-11-09,2024-11-24,15,Weekend Event
LDDC-A-5114,Veni,Cat,Domestic Medium Hair,—,Black,White,Kitten,Transfer In,"FLRN-MC-24-2247, FLRN-A-8747, FLRN-MC-24-2247",PetSmart Adoption Event,1,2024-11-02,2024-11-24,22,Weekend Event
LDDC-A-184516,Canvas,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,FRKN-FC-24-2401,PetSmart Adoption Event,1,2024-11-23,2024-11-24,1,Weekend Event
LDDC-A-9498,Rosie,Dog,Shepherd,Mix,Black,Brown,Puppy,Transfer In,"FLRN-A-9498, FLUR-FD-24-2341",PetSmart Adoption Event,1,2024-11-16,2024-11-24,8,Weekend Event
LDDC-A-4997,Ally,Dog,Pointer,Beagle,Black,White,Adult Dog,Transfer In,"FAHS24037, FAHS-FD-24-2124, FLRN-A-7388, FAHS-FD-24-2124",PetSmart Adoption Event,1,2024-10-18,2024-11-24,37,Weekend Event
LDDC-A-181222,Janet,Dog,Shepherd,Terrier,Brown,—,Adult Dog,Transfer In,PVAS-FD-24-2347,PetSmart Adoption Event,1,2024-11-16,2024-11-24,8,Weekend Event
LDDC-A-9593,Geo,Dog,Akita,Shepherd,Red/Mahogany,White,Adult Dog,Transfer In,"D24-0790, FLRN-A-9593, CHTR-MD-24-2395",PetSmart Adoption Event,1,2024-11-16,2024-11-24,8,Weekend Event
LDDC-A-5090,Aurora,Cat,Domestic Shorthair,—,Grey,White,Adult Cat,Transfer In,"WCJC-FC-24-2277, FLRN-A-9342, WCJC-FC-24-2277",PetSmart Adoption Event,1,2024-11-02,2024-11-24,22,Weekend Event
LDDC-A-4839,Ms O'Leary,Cat,Domestic Shorthair,—,Orange,—,Kitten,Adoption Return,HERT-FC-24-2002,PetSmart Adoption Event,2,2024-11-10,2024-11-24,14,Weekend Event
LDDC-A-4934,Donna,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,HERT-FC-24-2095,PetSmart Adoption Event,1,2024-10-12,2024-11-24,43,Weekend Event
LDDC-A-9074,Sally,Cat,Domestic Shorthair,—,White,Orange,Adult Cat,Transfer In,"FLRN-A-9074, FLRN-FC-24-2393",PetSmart Adoption Event,1,2024-11-16,2024-11-24,8,Weekend Event
LDDC-A-5111,Teller,Dog,Terrier,Chihuahua,Black,Brown,Adult Dog,Transfer In,"PVAS-A-192506, PVAS-MD-24-1987, FLRN-A-9543",PetSmart Adoption Event,1,2024-11-02,2024-11-24,22,Weekend Event
LDDC-A-9505,Cosmo,Dog,Shepherd,Mix,White,Black,Puppy,Transfer In,"FLRN-A-9505, FLUR-MD-24-2319",PetSmart Adoption Event,1,2024-11-16,2024-11-24,8,Weekend Event
LDDC-A-181223,Lil Papi,Dog,Chihuahua,Terrier,White,—,Puppy,Transfer In,PVAS-MD-24-2348,PetSmart Adoption Event,1,2024-11-16,2024-11-24,8,Weekend Event
LDDC-A-9093,Patch,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,"C24-0315, FLRN-A-9093, CHTR-MC-24-2392",PetSmart Adoption Event,1,2024-11-16,2024-11-24,8,Weekend Event
LDDC-A-5105,Norwegian Wood,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"A0056684440, CCFL-MC-24-2271, FLRN-A-9515",PetSmart Adoption Event,1,2024-11-02,2024-11-24,22,Weekend Event
LDDC-A-5130,Beau,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,HERT-MC-24-2283,PetSmart In-Store Cat Adoption,1,2024-11-09,2024-11-26,17,PetSmart
LDDC-A-5042,Blossom,Cat,Domestic Medium Hair,—,Brown,White,Kitten,Transfer In,"PVAS-A-190497, PVAS-FC-24-2216",PetSmart In-Store Cat Adoption,1,2024-10-26,2024-11-26,31,PetSmart
LDDC-A-5036,Jasper Kitty,Cat,Domestic Shorthair,—,Brown,White,Kitten,Transfer In,"PVAS-A-188818, PVAS-MC-24-2220",Meo Maison Cat Cafe Adoption,1,2024-10-26,2024-11-27,32,Cat Café
LDDC-A-5155,Nesta,Cat,Domestic Shorthair,—,Buff,—,Kitten,Transfer In,"PPCA-A-10118, FRKN-FC-24-2317",Adoption from Foster,1,2024-11-09,2024-11-27,18,From Foster
LDDC-A-9602,Snow White,Cat,Domestic Longhair,—,White,—,Adult Cat,Transfer In,"FLRN-A-9602, CHTR-FC-24-2380",Meo Maison Cat Cafe Adoption,1,2024-11-16,2024-11-29,13,Cat Café
LDDC-A-184526,Calypso,Dog,"Pyrenees, Great",—,White,Cream,Adult Dog,Transfer In,"PVAS-A-150017, FLRN-A-8879",Off Transport Adoption (OTA),1,2024-11-29,2024-11-29,0,Off Transport
LDDC-A-4982,Olive,Cat,Domestic Shorthair,—,Tortoise,—,Adult Cat,Transfer In,"WCJC-FC-24-2165, FLRN-A-9299",PetSmart In-Store Cat Adoption,1,2024-10-18,2024-11-29,42,PetSmart
LDDC-A-4985,Opal,Cat,Domestic Shorthair,—,Tortoise,—,Adult Cat,Transfer In,"WCJC-FC-24-2166, FLRN-A-9300",PetSmart In-Store Cat Adoption,1,2024-10-18,2024-11-29,42,PetSmart
LDDC-A-8927,Peter Pan,Cat,Domestic Shorthair,—,Grey,White,Kitten,Transfer In,"MCSC-A-6730, FLRN-A-8927, MCAS-MC-24-2367",Adoption from Foster,1,2024-11-16,2024-11-29,13,From Foster
LDDC-A-8928,Payton,Cat,Domestic Shorthair,—,Grey,White,Kitten,Transfer In,"MCSC-A-6731, FLRN-A-8928, MCAS-FC-24-2365",Adoption from Foster,1,2024-11-16,2024-11-29,13,From Foster
LDDC-A-9438,Revlon,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,"4579, FLRN-A-9438, FAHS-FC-24-2378",Meo Maison Cat Cafe Adoption,1,2024-11-16,2024-11-30,14,Cat Café
LDDC-A-4780,Dakota,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,"MCAS-FC-24-1979, FLRN-A-8304",Adoption from Foster,1,2024-09-20,2024-11-30,71,From Foster
LDDC-A-4802,Delaware,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,"MCAS-FC-24-1982, FLRN-A-8303",Adoption from Foster,1,2024-09-21,2024-11-30,70,From Foster
LDDC-A-4545,Prada,Cat,Domestic Shorthair,—,Calico,Grey,Adult Cat,Transfer In,"ACCT-A-168177, ACCT-FC-24-1724",PetSmart Adoption Event,1,2024-08-12,2024-12-01,111,Weekend Event
LDDC-A-181251,Tahiti,Dog,Whippet,Mix,Brindle,White,Adult Dog,Transfer In,"A0055986248, FLRN-A-17361, HCAC-FD-24-2343",PetSmart Adoption Event,1,2024-11-16,2024-12-01,15,Weekend Event
LDDC-A-5107,Seista,Dog,Chihuahua,—,White,Black,Adult Dog,Transfer In,"PVAS-A-192998, PVAS-FD-24-2245, FLRN-A-9545, PVAS-FD-24-2245",PetSmart Adoption Event,1,2024-11-02,2024-12-01,29,Weekend Event
LDDC-A-5102,Lentil,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,"A0056673176, CCFL-FC-24-2268, FLRN-A-9508",PetSmart Adoption Event,1,2024-11-02,2024-12-01,29,Weekend Event
LDDC-A-9036,Kel,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"FLRN-A-9036, CHTR-MC-24-2377",PetSmart Adoption Event,1,2024-11-16,2024-12-01,15,Weekend Event
LDDC-A-4864,Sofia,Dog,Shepherd,Terrier,Tan,—,Adult Dog,Transfer In,"VQS-A-5761, VHPR-FD-24-2038",PetSmart Adoption Event,1,2024-09-28,2024-12-01,64,Weekend Event
LDDC-A-5162,Chonkwagon,Cat,Domestic Shorthair,—,Grey,—,Adult Cat,Transfer In,"PPCA-A-10084, FRKN-MC-24-2311",PetSmart Adoption Event,1,2024-11-09,2024-12-01,22,Weekend Event
LDDC-A-5131,Berlin,Cat,Domestic Shorthair,—,Grey,Orange,Kitten,Transfer In,HERT-FC-24-2284,PetSmart Adoption Event,1,2024-11-09,2024-12-01,22,Weekend Event
LDDC-A-5109,Smiley,Dog,"Retriever, Labrador",Mix,Apricot,White,Puppy,Transfer In,"MCSC-A-6851, MCAS-MD-24-2244, FLRN-A-9408, MCAS-MD-24-2244",PetSmart Adoption Event,1,2024-11-02,2024-12-01,29,Weekend Event
LDDC-A-5104,Norway,Cat,Domestic Shorthair,—,Black,White,Kitten,Adoption Return,"A0056684442, CCFL-MC-24-2270, FLRN-A-9516",PetSmart Adoption Event,2,2024-12-01,2024-12-01,0,Weekend Event
LDDC-A-9472,Warren,Dog,Hound,Mix,White,Tan,Adult Dog,Transfer In,"D24-0806, FLRN-A-9472, CHTR-MD-24-2379",PetSmart Adoption Event,1,2024-11-16,2024-12-01,15,Weekend Event
LDDC-A-9497,Rhonda,Dog,Shepherd,Mix,Brown,Black,Puppy,Transfer In,"FLRN-A-9497, FLUR-FD-24-2337",PetSmart Adoption Event,1,2024-11-16,2024-12-01,15,Weekend Event
LDDC-A-9520,Berry,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-A-9520, FLRN-FC-24-2391",PetSmart Adoption Event,1,2024-11-16,2024-12-01,15,Weekend Event
LDDC-A-4991,Zander,Dog,Hound,"Retriever, Labrador",Chocolate,White,Adult Dog,Transfer In,"24-1899, DARL-MD-24-2149, FLRN-A-9433, DARL-MD-24-2149",PetSmart Adoption Event,1,2024-10-18,2024-12-01,44,Weekend Event
LDDC-A-4527,Evie,Dog,"Retriever, Labrador",Terrier,Grey,—,Adult Dog,Adoption Return,"67084, FLRN-FD-24-1647, FLRN-A-7466",PetSmart Adoption Event,2,2024-10-13,2024-12-01,49,Weekend Event
LDDC-A-1865,Buddy,Dog,Shepherd,Terrier,Brown,—,Senior Dog,Service In,"PRCO-MD-20-3442, LDDC-A-1865, FLRN-A-6628",PetSmart Adoption Event,1,2024-03-27,2024-12-01,249,Weekend Event
LDDC-A-9375,Happy Sammy,Cat,Domestic Shorthair,—,Orange,White,Kitten,Transfer In,"FLRN-A-9375, WCJC-MC-24-2356",Adoption from Foster,1,2024-11-16,2024-12-01,15,From Foster
LDDC-A-184517,Cainie,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,FRKN-MC-24-2400,Adoption from Foster,1,2024-11-23,2024-12-04,11,From Foster
LDDC-A-5070,Honeydew,Dog,"Retriever, Labrador",—,Brown,—,Adult Dog,Transfer In,"PVAS-A-188829, PVAS-FD-24-2184",Foster Adopted,1,2024-10-26,2024-12-04,39,From Foster
LDDC-A-5160,Greta,Cat,Domestic Shorthair,—,Calico,—,Adult Cat,Transfer In,"FRCO-A-3763, PPCA-A-10291, FRKN-FC-24-2322",PetSmart In-Store Cat Adoption,1,2024-11-09,2024-12-06,27,PetSmart
LDDC-A-5134,Harry,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,HERT-MC-24-2291,Adoption from Foster,1,2024-11-09,2024-12-06,27,From Foster
LDDC-A-5133,Hank,Cat,Domestic Shorthair,—,Orange,White,Kitten,Transfer In,HERT-MC-24-2398,Adoption from Foster,1,2024-11-09,2024-12-06,27,From Foster
LDDC-A-184535,Diamond,Dog,Terrier,Chihuahua,Black,White,Adult Dog,Transfer In,"MCSC-A-6881, FLRN-A-9446",Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184539,Big Boy ,Dog,"Pyrenees, Great",Mix,White,Brindle,Adult Dog,Transfer In,"FLRN-A-17431, MCAS-MD-24-2421",Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184534,Harley,Dog,Hound,Mix,Brown,White,Adult Dog,Transfer In,"MCSC-A-6828, FLRN-A-9399",Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184542,Yips,Dog,Shepherd,Mix,Black,—,Puppy,Transfer In,"MCSC-A-6816, FLRN-A-9452, PVAS-FD-24-2448",Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184538,Shaggy,Dog,Shih Tzu,Mix,Black,White,Adult Dog,Transfer In,FLRN-A-17395,Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184537,Magdaline,Dog,"Retriever, Labrador",Terrier,Chocolate,White,Puppy,Transfer In,FLRN-A-17378,Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184543,Atlas,Cat,Domestic Shorthair,—,Orange,White,Kitten,Transfer In,"FLRN-A-9466, CHTR-MC-24-2450",Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184545,Trixie,Dog,"Cattle Dog, Australian (Blue Heeler)",Mix,Brown,White,Adult Dog,Transfer In,FLRN-A-9009,Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184548,Santa,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-A-17540, FLRN-MC-24-2480",Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184533,Dougie,Dog,Terrier,—,White,Black,Adult Dog,Transfer In,"PVAS-A-190701, FLRN-A-8884",Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184540,Bambi ,Dog,Terrier,Mix,Brown,Tan,Puppy,Transfer In,"FLRN-A-17442, DARL-FD-24-2412",Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184544,Yumi,Dog,Shepherd,Mix,Black,—,Puppy,Transfer In,"MCSC-A-6815, FLRN-A-9447, PVAS-MD-24-2449",Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184547,Kenan,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"FLRN-A-9035, CHTR-MC-24-2469",Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
LDDC-A-184536,Ginger,Dog,Great Dane,Mix,Red/Mahogany,White,Adult Dog,Transfer In,FLRN-A-9595,Off Transport Adoption (OTA),1,2024-12-07,2024-12-07,0,Off Transport
